sentence,gpt_labels,warning,log
En als men dan weer t'huis zal vaaren Is 't of den geest op mieuw herleeft / Dan tart men ramspoed en gevaaren / Waar voor gy laffen landman beeft / Ik laat myn door Neyhtunis geleiden Zyt vergenoegd en bly te moe / Ik zal nimmer van de Zee afscheiden maar vaaren tot 't eind myns leevens toe bis 6.,[],False,
De toppen der iepen en elzen om het kerkhof buigen zich voor hem neêr.,"[(14, 19, 'plants'), (23, 28, 'plants')]",False,
"Dezelve geeft de voorkeus aan deezen zagtbladerigen, uitheemschen Boom, boven harder bladeren, voorheen tot voedzel gebruikt.","[(37, 70, 'plants')]",False,
"Op Muliassus de Turk, Gerijmt door Dirk Kalbergen.",[],False,
"Phaëton, de hemelsche Wagenmenner, verschrikt op het gezicht van de Schorpioen; Perseus verlost de van den Walvisch bedreigde Andromeda; de Waterman of Ganymedes wordt geschaakt door den Arend, die hem naar 't hoogste des Hemels voert enz. Kortom de meeste fantastische verhalen der fabel zijn niets dan eene reeks van toespelingen op het hemelgewelf.","[(68, 78, 'animals'), (107, 115, 'animals'), (187, 192, 'animals')]",False,
"‘En inderdaad, gelyk onze Autheur vervolgt, de overeenkomst tusschen de Aarde en de andere Planeeten is zo volkomen, dat, zo de Aarde gemaakt is om bewoond te worden, wy niet twyffelen kunnen, of de Planeeten zyn tot dat zelfde einde gemaakt; hy, die zulks weigerde te gelooven, zou even zo eigenzinnig zyn, als iemand, die, ten opzichte eener kudde schaapen, van verre gezien zynde, wilde beweeren, dat sommige zodanige ingewanden als de dieren kunnen hebben, en anderen slegts steenen bevatten.","[(350, 358, 'animals'), (439, 445, 'animals')]",False,
- Door het brandende morgenrood verliezen de Sterren haaren glans voor het oog der wereld; de afzakkende wolken gloeijen als blinkende Robynen; - en een vuurig Goud bedekt de Velden.,[],False,
"Indien men deze aanmerking toestaat, is dezelve alleen toepaslyk op die Dieren, welken men bepaaldlyk met den naam van vleeschvretende bestempelt; dan uit het geen wy te voren reeds gezegd hebben, gelyk ook uit de daaglyksche ondervinding, is het waarschynlyk, dat geen Dier bestaat, of kan bestaan, volstrekt zonder zulk voedsel, het welk leeft of geleefd heeft.",[],True,Multiple occurrences of 'Dier' (animals)
"Want hoewel het grootste gedeelte der boeren de tael des nachtvorsten liefkoosden, lachten zy daerom toch niet met den zang der leeuwerikken.","[(128, 140, 'animals')]",False,
"Bezoar, Bezoarsteen, een grijs- of blaauwachtig gladde bal, welke zich in de maag van eenige dieren, bijzonder van het geiten- en antilopengeslacht, uit haren en draden van planten vormt.","[(173, 180, 'plants'), (93, 99, 'animals'), (119, 126, 'animals'), (130, 147, 'animals')]",False,
onze lust Om God te dienen en het leidend Lam te volgen; Houdt moed!,"[(42, 45, 'animals')]",False,
"YDel jonge Ieught Van jonghs op genegen, En doodts duyster wegen: Betert ghy u niet Hier binnen u leven: Ghy meught schricken, beven, Voor den jonghsten-dagh, Die u met geklagh Den Heere uwen Godt, Want hy sal den boosen, En den Goddeloosen, Daer sy t' allen tijden, Pijne moeten lijden, By den Duyvel 't helsche Dier, 2.","[(295, 301, 'animals')]",False,
"Onder de gene die door paringhe of door vereeninge van het manneken met het wijfken voortelen, zijn de wijfkens gemeenelick grooter dan de mannekens, 't welck oock insgelijx onder de visschen wort aengemerckt; want de meerder grootheyt des lichaems tot de overvloedigher voort-teelinge bequaem is.","[(183, 191, 'animals')]",False,
"Hij kan er verzekerd van zijn, dat deze raadslieden hem voor allerlei verkeerde bedoelingen de kastanjes uit het vuur zullen laten halen.","[(95, 104, 'plants')]",False,
"Een vlesje met een Hoender Ey, zeer aardig verbeeldende een gedeelte van de Colyk-darm, als mede den Blindedarm, met desselfs worm wyze aanhangzel.","[(19, 29, 'animals')]",False,
"Een Zuylvoetje, en boven op 't zelve de tweehoofdige spier uyt een Jonge, door de slagaderen opgevult.",[],False,
"Ook de medewerkers aan den Tijdspiegel hadden zich van tijd tot tijd op den recensenten-drievoet te plaatsen, en hunne orakelen, nu eens op meer kalmen en bedaarden, dan weder meer pathetischen en verontwaardigden toon, naar gelang van ieders individualiteit en temperament, ten beste te geven.",[],False,
"Doe snackten 't Volck staegh na verlichtingh van accijsen, (Het welck in Vredens-tijt van selven scheen te wysen) Maar alles te vergeefs: men wierd tegen den aart Der Ouden, Reële lasten selfs begon men in te voeren, Om een ondraachlijck pack te leggen op 's Volcks schoeren, En hoe een een'ge Stadt daer meerder tegen sprak Hoe snoode vleyery Soo dat ick hier by, tot des Lesers vergenoegen, Wel mag dees verssjes van een seecker Schryver voegen: Met een beladen Neck en Sporen in de sy Roept Neerlants domme Paert mijn hert en tongh is vry.","[(510, 515, 'animals')]",False,
"Al had ik ook kunnen vermoeden, dat gij het oog had op die stammen, die, als baar, drank, band, val, knip, boog, klep, spin, onmiddellijk uit wortels ontsproten zijn, de woorden in uwe definitie: ‘hetgeen de spreker aangaande eenig voorwerp denkt,’ zouden voor mij reden genoeg zijn geweest om dat denkbeeld te laten varen.",[],False,
"Er was nog geen zand, geen klei, geen aarde: eerst moesten deze nog gevormd worden uit de langzamerhand verwerende oppervlakte van den steengrond en uit de verrotte en opgeloste overblijfselen van afgestorven plantjes.","[(209, 217, 'plants')]",False,
"'t Serpent in 't Paradys,, Nam de verboden Spys En seyd' tot Eva; neemt, en eet daer-van Ghy sult als Goden zyn met uwen Man: Maer Jesus seght hier warelyck Die myn Vleesch eet, die wordt aen Godt ghelyck; Gheeft my dan Heer' dit Hemels Broodt en Wyn, Op dat myn Ziel' met u vereent magh zyn.","[(3, 10, 'animals')]",False,
"- Met hare onbeleefdheid jaegt de musch de zwaluwen uit hun nest en plant er haer jong gespuis in, dat dan weder zoo onbeleefd wordt, als de beminde ouders.","[(34, 39, 'animals'), (43, 51, 'animals')]",False,
"Blaas doch 't riet niet eens zoo stijf Al uw kracht is uyt uw lijf, Maar wat hebt gij voorgenomen; Met die fluyt bij Godt te komen?","[(14, 18, 'plants')]",False,
"Slingren zich om d'ouden olmboom, Die, vermolmend, groent noch leeft, Maar aan 't spigtig klimmend loover, Na zijn' dood, nog steunsel geeft.","[(25, 32, 'plants'), (99, 105, 'plants')]",False,
"Spreekwijze: Het begint te luwen, zei de reiziger, en hy zat achter een bies.","[(72, 76, 'plants')]",False,
"De blydschap noodigt U daar tot een Liefdens stryd, Waar uit wy hoopen dat (eer nog dit Jaar zyn daagen Geëindigt heeft,) gy zult de zegetekens draagen, Als Achtienhoven U Uw' Huw'lyk's min ten loon, Den aanwas Uwer Stam zal toonen met een Zoon; Dan zien wy weer met vreugd Uw Oud Geslacht herleeven, En 't haast verstorven Bosch weer nieuwe Telgen geeven; Den Bloei herbooren, daar wy wenschen Jaar op Jaar De Vrugten van te zien, en dat gy met malkaar Altoos des Hemels zorg ziet voor Uw' welstand waaken, Waar door Uw' Zielen meer en meer in Liefde blaaken, Op dat gy met dat Schild gewapend alles tart, De Deugd de beste schat, bewoone steeds uw hart, Tot dat d'Alzegenaar U 't aards geluk doet derven, En U zyn Zalig Ryk het hoogste Goed doet Erven: Om daar in beter Vreugd, geen Sterveling bekent, Voor Eeuwig weer verëend te leeven zonder End.","[(324, 329, 'plants')]",False,
"Omtrent zeven nuren 's avonds, kreegen zy negen deezer Dieren aan boord van de Resolution: zy hadden ze tot nog voor Zee koeijen gehouden; zo dat zy zich niet weinig bedroogen vonden, inzonderheid eenige der Zeelieden, die, van wegen de nieuwigheid, reeds eenige dagen met hunne oogen te gast gegaan hadden; en zouden zy nog in dezelfde verbeelding gebleeven zyn, en het onderscheid niet ontdekt hebben, indien 'er zich geen twee Matroozen aan boord gevonden hadden, die in Groenland geweest waren, en zeiden welke Dieren het waren, en dat men 'er nooit van at.",[],True,Multiple occurrences of 'Dieren' (animals); Multiple occurrences of 'Dieren' (animals)
"Men ontmoet twee soorten, alleen in kleur verschillende, want, voor het overige, schynt het, dat de Natuur, volgens dezelfde tekening in denzelfden vorm, tweemaal denzelfden Vogel gegooten hebbe; de een wit en de ander zwart.","[(174, 179, 'animals')]",False,
"Woon gy, en uw gemalin, zeide Mahomet, in 't Paradys, en eet en drinkt van al 't geen, dat daar is: wacht u alleenlijk van deze boom te naderen.","[(128, 132, 'plants')]",False,
’t Geen aan de Zywurmen kwaad doet.,"[(15, 23, 'animals')]",False,
"Men hoort de Maertse buijen raazen Op ‘t jong geboomt’, de winden blaazen, Haar bloessem, knop en blad verstuift Der zonnen-glans kan niet doorbreeken, Haar gloed blijft agter wolken steeken, Dat nagt-gordijn zig daar voor schuift.","[(46, 53, 'plants'), (80, 88, 'plants'), (90, 94, 'plants'), (98, 102, 'plants')]",False,
"Menschlievend Jakobijn, schijnt gij u paelvast te ankeren Aen al wat strekt tot zielevreugd, En dringt den scherpen pijl in 't hart des zorgeloozen: Zoo speelt gij met den nacht en 't licht, Met gruweldaed en deugd, met doornenvliem en roozen, En spuwt den hemel in 't gezicht.","[(220, 232, 'plants'), (236, 242, 'plants')]",False,
Grootvader zit in zijn armstoel en Lelie aan het venster.,[],False,
"De weggeworpen perzik- of abrikoospit, die door den wind met wat aarde is bedekt geworden, komt in het volgende jaar op, en wordt het plantje niet vertreden maar in andere aarde overgebracht, dan wast het spoedig op tot een krachtigen boom, die reeds in het derde of vierde jaar rijkelijk vrucht draagt.","[(15, 21, 'plants'), (26, 34, 'plants'), (235, 239, 'plants')]",False,
"En wilt nemmermeer versaden Vwen vollen appetijt; Laet de mage t'aller stondt Clagen over uwen mondt: Metter tijt sal sy gewennen Vwe soberheyt te kennen Laet soladen ende vissen Voor u naeste tafelbeur, Wilt den dranck soo lange missen Als u keel heeft haer gedeur.","[(172, 178, 'animals')]",False,
"Valsche Mizus trof haar hart, Hy, hy klaagde, lieve Tisbe, 't Schuldloos Lam, zyn boezem smart.","[(73, 76, 'animals')]",False,
"Een der Kogels deedt een Cokusnooten-Boom door midden splyten, onder welken een gedeelte der Manschap zat, en een ander schoot een brok af van een Rots, in een rechte lyn met hun.","[(25, 41, 'plants')]",False,
"Zy krimpt van koude, en zwygt, gelyk de nachtegaalen En zoete Vogeltjes, die in de Zydebaalen Hun stem verheffen, met den zoelen lentetyd; Waarmeê gy menigmaal gezongen hebt om stryd, En 't orgelkeeltje, dat uw' minnaar kon bekooren, Door al de dreeven van dat paradys doen hooren; Dat harten vangen kon met lieflyk kunstmuzyk, Ten lof van Hem die heerscht in 't hooge Hemelryk!","[(40, 52, 'animals'), (62, 71, 'animals')]",False,
"Dit dier was echter den dief bij het uitklimmen niet naar buiten gevolgd, maar, volgens zeggen van de keukenmeid, op zijn kussen liggende gevonden.","[(4, 8, 'animals')]",False,
"De deelen daar van, die men in de winkels gebruikt, zegt hy, zyn de gantse Vogel en deszelfs deelen.","[(75, 80, 'animals')]",False,
"Goeden avond blanke Meysje, Jk heb so veel van jou gehoort; Ben jy niet dat poesel vleysje?",[],False,
177 Strangilioen.,"[(4, 16, 'plants')]",False,
"Men kan in de daad niet ontkennen, dat de natuurlijke en gewoone toon der Liefde de klaagtoon zij, en hoe meer die van den Nachtegaal, hoe dieper hij in de ziel dringt.","[(123, 133, 'animals')]",False,
"De dieren zelfs, de honden inzonderheid, toonen in die kunst geene vreemdelingen te zijn; zelden koomen zij bij iemand, of vleien denzelven, die zij gevoelen of opmerken, dat hun vijandig is; gestaadig is hun oog op hunnen meester gevestigd, zijn de trekken van zijn gelaat norsch, en onvriendelijk, zij durven zich naauwlijks verroeren, of beweegen; doch zijn de rimpels van het voorhoofd opgeklaard, met welk eene vreugde likken en streelen zij als dan hunnen weldoener.","[(3, 9, 'animals'), (20, 26, 'animals')]",False,
"Dat de Amiraal van Gent in 1671 goed vond het Engelsche koningsjacht de Merlijn niet op die wijs te begroeten, gaf (onder meer) aanleiding tot oorlog met Engeland.",[],False,
"Deze plant groeit in de bosschen, op heuvelen, en onder de struiken.","[(5, 10, 'plants')]",False,
"Als dese officier sach dat hijs haer niet ontlegghen en conste, hi leeddese met hem onder den boom daer haren man hinc, ende sprac siet daer hu man Het vraukin dat siende, viel in onmachte ende makende groot mesbaer ende luyde roupende wrake vander grooter onmenschelicker ouerdaet, so dats hem die officier schaemde, ende ghinck wech om svolcx wille, daer wesende ende vergarende.","[(94, 98, 'plants')]",False,
"En of haer maeghden slaen, en op den vogel kijven, En soucken met gebaer den arent vvech te drijven, Noch grijpt hy veerdigh toe, en met een snellen vlucht, Soo svviert hy met den roof tot boven in de lucht.","[(37, 42, 'animals'), (77, 82, 'animals')]",False,
"En die aarde zal ik overdekken, met allerlei graanen, voor hun, om te eeten; en met allerlei boomen, daar lekkere vrugten aan zullen groeien, om hen te ver kwikken; en met bloemen, die hunne woo-ningen vercieren, en hunne oogen vervrolyken zullen; en met dieren, die hun, in hun werk zullen helpen, en daar zy naderband het vleesch van zullen kunnen eeten, en zig met het vel en de wol kleeden; en ik zal eene zon maaken, om dat alles te beschynen en te verwarmen; en water om het te laaven en te doen groeien; en zoo zullen die menschen, op de aarde, vinden alles wat zy zullen nodig hebben; alles wat hun leeven niet alleen zal kunnen onderhouden, maar ook veraangenaamen.","[(45, 52, 'plants'), (93, 99, 'plants'), (114, 121, 'plants'), (172, 179, 'plants'), (255, 261, 'animals')]",False,
Dus lokt de helsche Spin De onvaste zielen in Het weefsel van zyn heilloos gaven Waar in hy hen verslind.,"[(20, 24, 'animals')]",False,
"Hef, Zeeuwsche leeuw!","[(5, 20, 'animals')]",False,
Het zijn kleine wagentjes of eerder kruiwagens van bamboes met één wiel.,"[(51, 58, 'plants')]",False,
Hy sprack tot zijnen Knape Nu sadelt my mijn Paert Tot Lutzenborch wil ick rijden Het is my wel rydens waert.,"[(45, 50, 'animals')]",False,
Groet met het roosen Cransken de ghebenedijde Moeder.,"[(14, 20, 'plants')]",False,
"Ach, mevrouw, het zou mij zoo spijten, indien de slet u bestolen had.",[],False,
"Deze Schapen, welker wol zeer fijn is, blijven winter en zomer in de vrije lucht.","[(5, 12, 'animals')]",False,
"Het bestaat uit twee paarden en eenige ruiters met eene banier, die zich tegen eene kolonnade bewegen en uitkomen op den hemel Naar samenstelling, naar diepzinnige of treffende gedachten zoekt de schilder niet; eene plek schoone lucht uit zijnen heerlijken hemel, een paar edele figuren in kostelijke draperijen, eene duidelijke en zwierige beweging, om die eenvoudige elementen in verbinding te brengen en tegen elkander te doen uitkomen, was hem genoeg om meesterstukken voort te brengen.","[(21, 28, 'animals')]",False,
"De tortelduiven, welke tot dat doel zijn opgebragt, worden geblinddoekt, en in enge kooijen gezet, opdat zij de wieken niet tegen de tralies zullen slaan.","[(3, 15, 'animals')]",False,
(Wordt voortgezet.) Schitterende soeroekoes (Pharomacrus resplendens).,"[(33, 43, 'animals'), (45, 68, 'animals')]",False,
Het vogeltje won het van den vogel en zong nu en dan als een nachtegaal.,[],True,Multiple occurrences of 'vogel' (animals)
"Soo dat die fijn gekapt laacken begeerde, het selve in die overtolligheeden most soecken; gelijck men oock de bloemen ende de kruyden niet fijnder gedeelt en gekerft en sou kunnen krijgen, als se in den afganck der bloedeloose dierkens te vinden sijn.","[(110, 117, 'plants'), (126, 133, 'plants'), (227, 235, 'animals')]",False,
"T' Samen spraak Toon, Belle iris.","[(22, 32, 'plants')]",False,
"- Ik ben een nedrig schepsel Gods, Mijnheer de Baron!","[(13, 33, 'animals')]",False,
"- Het twede bewys is, dat de Dieren hier zo min als de Menschen alle hunne krachten ontwikkelen, en niet tot die volmaaktheid komen, waartoe zy volgends hunnen aanleg bestemd zyn.","[(29, 35, 'animals')]",False,
