,sentence,label
123,"Toen wij dit boek eerst opensloegen, dachten wij aan claudius; waarschijnlijk door den man op den titel, die, in zijnen mantel, met den staf in de hand en het korte pijpje in den mond, op den aardbol, te midden van eene menigte manen en maantjes, rustig voortstapt; maar het werkje is geen Wandsbecker Bothen.",[]
124,"Toen is, ontsteld door al 't gerucht, Heer Uil weer naar zijn hoek gevlucht En heeft in de eenzaamheid gezucht: ‘Och, och, wat is 't een bitter kwaad, Als m' in een boos geruchte staat!","[(38, 46, 'animals')]"
125,"Hier van makenze ook ’t fraaiste huisraad; Men maakt het aan Balken en Planken, en Regels, en alle die stukken moeten zonder scheuren en bladders wezen: want zo wel als Eikenboomen zyn de Neuteboomen aan bladders onderworpen.","[(169, 180, 'plants'), (188, 199, 'plants')]"
126,"- De menschen zijn immers verlaagd tot dieren; en toch ligt er iets hoogers, iets goddelijks in ons; dat gevoel ik en daarom heb ik mijn aandeel er ook niet van verlangd; en nu zit ik hulpeloos en verlaten hier!","[(39, 45, 'animals')]"
127,"Ik dring niet meer op uw komst aan; gij zult beter gevoelen dan ik beschrijven, hoeveel nut gij hier stichten kunt.",[]
128,"Verbeek is ook heel fraeij, en net in schepen-malen.",[]
129,"R eynste sonder smette // gans, Princesse ionge maeght: O mijn violette // crans Om u wert veel gewaeght: Oorlof wert gevraeght, Aen u, met herten flouwe, Van my, die u draeght In liefden vaste trouwe.","[(63, 71, 'plants')]"
130,"Christelijke godsvrucht is toch niet slechts beperkt binnen hetgeen door zekere namen en spreekwijzen wordt uitgedrukt; is immers niet datgeen, tot welks verpligting wij afhangen van eenige bijzondere, dikwijls eenzijdige en onbewezene verklaring van eenige Bijbelplaats?",[]
131,"Pelkington en Fiorillo stellen het op 1643, de Nederlandsche Kunstspiegel meer waarschijnlijk, doch zonder bewijs, op 1628.",[]
132,"O suyuer maecht, daer tlicht wt daecht V groot ootmoet heeft Godt behaecht Daerom sijt ghij vercoren Adams sonden heeft hij beclaecht Die van v wert onuersaecht // geboren Om tschaepken dat was verloren.","[(175, 185, 'animals')]"
133,"De ronde kimmen en rantsoenen zijn beloopen Van schuim door zulk een' slagh oprijzende uit den grond: Terwijl 't nu aerdig strookt, en prijst des bouheers vond.",[]
134,"Deze, door eene geweldige krachtinspanning, wreef de tranen van zyne wangen en betoomde zyne diepe droefheid; hy vatte Bruno's hand en sprak op doffen toon: ‘Bruno, wat ik u zeggen moet, wil my niet over de lippen; moest ik op dit oogenblik u het hart doorsteken, moest ik myn zelven eene doodelyke wonde in den boezem slaen, het zou u en my honderd mael minder pynelyk zyn dan de yselyke tyding die ik u te melden heb.",[]
135,"Daer wordt ghy als een Lam, stil-swijgende geslaegen, Van eenen snooden boef: ô smaet!","[(23, 26, 'animals')]"
136,"Hermine was juist naar de keuken gegaan om voor het middagmaal te zorgen - want het was hare week - en magdalena zat, met het hoofd in de hand, voor het geopende raam, naar de bloemen te turen, terwijl marie, om te toonen hoe weinig zij om hare zuster gaf, een der meest gedruischmakende stukken op de piano speelde, toen agnes met haastige schreden de laan van ‘Bouw-lust’ aflegde, en reeds op een afstand wenkte dat er iets belangrijks was gebeurd.","[(176, 183, 'plants')]"
137,"Dese maniere van visschen ten yse inde groote Meyrs ende soete wateren, oft armen vander zee, wort iaerlijcx onderhouden om seer veel visch te vanghen vande maent Nouember tot int laetste van Meerte oft langher, soo dickwils alst noot soude mogen wesen, want weder het ys dick is, oft met sneeu bedeckt, oft claer, oft ghelat, oft hoe dat verurosen mach wesen, iae hoe dat de natuere het selue voort ghebrocht heeft, soo is het volck van desen lande altijts ghereet ende ghewillich, om alle dinghen te besorghen die totter ghemeynten weluaert van noode sijn.","[(134, 139, 'animals')]"
138,"En wie zyn de Persoonen, die zich meest in deeze haakerige doornstruiken inwikkelen?","[(59, 72, 'plants')]"
139,"Daar zou misschien middel zijn om, al ware 't maar gedeeltelijk, haar gezicht weder te krijgen.",[]
140,"Nauwelijks twintig schreden van den eik verwijderd, ruischte een heldere waterval; zij spoedde zich daarheen, vulde een blikken kroes met het kristalheldere vocht, keerde naar het kind terug en bracht het de kroes aan de brandende lippen.","[(36, 39, 'plants')]"
141,"13 Indien zijn Kinderen afwijken van mijn Wet En niet den weg betreen, na 't Recht hen voorgezet; Indienze mijn Geboon, dwaas-hertig, of vermeten, Ontheyligende, mijn' Inzettingen vergeten; Zoo zal Ik haar vergrijp bezoeken met de roede, Haar ongerechtig- heyd met plagen; niet in woede.",[]
142,"Men merke op, dat beide uitdrukkingen in de spreektaal niet gebruikt worden; zij behooren in den deftigen stijl thuis, en daar komen ze nauwelijks meer voor dan in zinnen, zooals hierboven genoemd zijn.",[]
143,"Ik merkte evenwel op, dat ik berg-op berg-af reed, en zag veel graan, aardappelen, vlas, hennep, enz., welk een en ander ik vóór en na Neuchâtel slechts zeer weinig had opgemerkt.","[(63, 68, 'plants'), (70, 81, 'plants'), (83, 87, 'plants'), (89, 95, 'plants')]"
144,"Zoozeer wij de onderneming van den Heer fuhri in het uitgeven van Romanlectuur in goedkooper en bevalliger formaat, dan het deftige en voor zulke schriften zeer ongeschikte groot-octavo, toejuichten, evenzeer beviel ons tot hiertoe de keuze.",[]
145,"Groningen, Overys-sel en Gelderland zenden, in 't najaar, duizend jonge vette Ganzen, als eene lekkerny, naar Holland.","[(78, 84, 'animals')]"
146,"De paus nam eenen droogen stok, Heeft in den grond gedreven: ‘Wanneer dees stok eens rozen draegt, Dan is uw kwaed vergeven.’ 13.","[(85, 90, 'plants')]"
147,"Sy keeren 's aavonds we'er ter jagt, En tieren, als een hond, by nacht.","[(56, 60, 'animals')]"
148,"Een hemel is bequaem door dorr' en lange wegen, Een grooten oliphant om eer te mogen plegen, Een paert om ras te gaen, een groene crocodijl Om met een jonge vrou te spelen in den Nijl Een trage schilt-padts tret sal Eva dan behagen Als sy een teere vrucht sal in de leden dragen.","[(60, 68, 'animals'), (97, 102, 'animals'), (130, 139, 'animals'), (194, 204, 'animals')]"
149,"En komt onze ooijevaar dan weêr, De langpoot met zijn langen bek, Dan zal 't een pret zijn!","[(13, 22, 'animals')]"
150,Het is wonder dat Gods wrake mij toen niet verpletterde!,[]
151,Zie bij Goes.,[]
152,"HIer zyn, ô Maeght, de dierb're panden, Die ghy, soo 't schynt, nu waerdigh acht Om op te eyschen, wyl de kracht Der bitse kouw', noch 't vinnigh branden Des Sons, op uw' Albaste handen Niet heften kon, na dat de pracht U bracht tot sulcken nutte dracht, Na 't nieuw' gebruyck van dese Landen.",[]
153,"De jonge Ojevaars eindelyk genoegzaame kragten gekreegen hebbende, vervoegen zich in de vlugt by de Ouden, en vertrekken in de laatste dagen van Augustus.","[(9, 17, 'animals')]"
154,"Jck prijs het edel druyve sop, Daer toe was ick ghedreven, Al mijn Leven, Mijn ghelt dat maeck ick effen op, Wijn in de kop Wilt my noch een dronckxken gheven, Al waer 't seven, Lieven Steven.",[]
155,De honden sterven van zulk loon.,"[(3, 9, 'animals')]"
156,"Bij groote schranderheid en hartstogtelijke liefde voor de kunsten, voegt nathalia zachtheid van gemoed en eene wijsheid boven allen lof.",[]
157,"Het is byna onmogelijk een van hunne Ley-paerden te bekomen, die hunne makkers niet verlaten.","[(41, 48, 'animals')]"
158,In Groot-Britanje ook streven de Ieren naar de federatie door hunne beweging ten voordeele der homerule.,[]
159,177 Strangilioen.,"[(4, 16, 'plants')]"
160,"klonk het boven het vierspan en... het zangerig rumoer bedaarde, pijpen en cigaren werden voor een oogenblik uit den mond gehouden, en, o verrassing!",[]
161,‘Gij hebt ook al geene fijne neuzen ... de hond maakt u allen beschaamd.,"[(43, 47, 'animals')]"
162,"Musk, muskus: dewijl hij zijn dreck voor muskeljaat veijlen wilt.","[(0, 4, 'animals')]"
163,"En dat zijt Gy mijn Lief, zoud ik U niet begeeren!",[]
164,"Maer kan ik nu alhier met eren wel verswijgen, Deenen hier met hunne oszen krijgen, Waer toe alhier een plaetz en eene ruyme stal Bequaemlijk is bereyd op onse breedste wal?","[(69, 74, 'animals')]"
165,"Doch laat ons de gebeurtenissen niet vooruit loopen, maar liever door het verhalen van eenige voorvallen en gesprekken, den lezer, die onze omschrijving welligt niet klaar genoeg begrepen heeft, dezelve trachten duidelijk te maken.",[]
166,"Bloemkool, Endivie, Seldery, worden best op zich zelve opgehangen bewaard; roode Kool en Winterwortelen moeten buiten’s huis gekuild worden: maar die binnen’s huis die, waar van men daaglyks eet.","[(0, 9, 'plants'), (11, 18, 'plants'), (20, 27, 'plants'), (75, 85, 'plants'), (89, 103, 'plants')]"
167,Roep vry: de Kristnen voor de Leeuwen!,"[(30, 37, 'animals')]"
168,"Ten anderen soo staet inde selue munte die Crocodile op de Palmen oft tacken vanden Dadelboom, in een teeken dat hy triumpheert in Egipten, tlandt veruarschende in stede van reghen.","[(59, 65, 'plants'), (84, 93, 'plants'), (43, 52, 'animals')]"
169,"De aart van deze, die volgends hem 800 mijlen hoog zoude zijn, is verschillend van den aart der dampomhulling; hoewel Herschell niet ongenegen schijnt, wat den vorm aangaat, in deze ook iets wolkachtigs aan te nemen.",[]
170,"Och dat de gheest des Heeren Van boven in ons quam, Om ons wegh te regeeren, Na den wil van het Lam, Die ons misdaedt wech nam, Want zijn lust en behaghen Was om te moghen draghen Ons schult aen 't Cruyces stam.","[(96, 99, 'animals')]"
171,"Bomen, planten en weiden praalden toen nog met het frissche groen; men zag overal rypende gewassen op de akkers; de hoven waren met moeskruiden, de boomgaarden met vruchten rykelyk voorzien; de bloemen bloeiden; de vogelen zongen vrolyk; dieren en insekten waren in drukke bezigheid; aangenaame zomerwarmte verkwikte mensch en vee.","[(0, 5, 'plants'), (7, 14, 'plants'), (90, 98, 'plants'), (132, 143, 'plants'), (164, 172, 'plants'), (194, 201, 'plants'), (215, 222, 'animals'), (238, 244, 'animals'), (248, 256, 'animals'), (327, 330, 'animals')]"
172,"Riddersporen, onder het heengaan.","[(0, 12, 'plants')]"
173,"Zoo er van dit alles iets aanwezig is, wanneer de vuurkring ontstoken wordt, zijn alle pogingen der arme dieren, om de vreeselijke grenslijn te doorbreken, vruchteloos.","[(105, 111, 'animals')]"
174,"Zoo was 't althans ook met de laatste oorspronkelijke stins, Grovestins bij Hardegarijp, in 1829 door brand vernield.",[]
175,"Dus wast niet vreemt dat die Mogende Staten Sorge droegen, voor haere Ondersaten, Om dien te verlossen van sulcken last, Daer men die socht onder te brengen vast.",[]
176,"Het kaarslicht is schier uitgedoofd, het koude morgenlicht breekt door de wolken; de klokken luiden ter vroegmis en geven haar nieuwe herinneringen - herinneringen van hare eerste Communie, van blijde feestdagen.....",[]
177,"Wee ezels, blinden wee!","[(4, 9, 'animals')]"
178,"Voorwaer nochtans, hy heeft gedragen Ons kranckheyt ende quael.",[]
179,".... reden genoeg om een uitstapje te doen, en is er dan eene kennis te vinden, wel nu; die gaat men meteen eens zien - hoogst natuurlijk!",[]
180,"6 Doen den gulden Phoeby blont Rende met sijn Jaght in 't Zuyen, Doen wy lagen mont aen mont, Doen de Winden, en de Buyen Waaren stil, dan wy alleen Repten onse soete leen.",[]
181,"C. Huygens, Korenbloemen.","[(12, 24, 'plants')]"
182,"Het tweede heeft verscheide ronde struiken van dry ofte vier voeten hoog, die sig boven in weinig takken verdeilen.","[(34, 42, 'plants')]"
183,"Het Rhijndal schijnt afgesloten door hooge bergen; de ruinen van den oudsten burg Hoch-Realt, zooals het luidt, door den fabelachtigen Etrurier Raetus, eeuwen voor onze jaartelling (587?) gebouwd: die van de St. Johannes kapel, langen tijd de eenige kerk van dit dal (dat laat het Christendom aannam), op 600 voet hoogte boven ons; en op den achtergrond van het Nolladal de 9234 voet hooge Piz-Beverin.",[]
184,"[de Melle] MELLE (de), een der onderteekenaars van het verbond der Edelen in 1566, nopens wien niets meer bekend is.",[]
185,"’ - ‘Geduld, vriend, geduld!’ vermaande Flikker op zoeten toon, terwijl hij zijn gastheer bij den arm greep en hem zachtjes dwong weer plaats te nemen, ‘eilieve, hier is met geweld niets uit te voeren.",[]
186,"entwischen (entwitschen) entgehen, entschnappen, ontglyden, ontglippen, ontwippen, ontsnappen, ontgaan &c. v. ib. entwurtzelen, ontwortelen.",[]
187,"Zij was bedaard, gelijk toen de buffel haar bedreigde.","[(32, 38, 'animals')]"
188,"In toepassing op het madeliefje bleef de naam tot de gewestelijke spraak van het Noorden van Frankrijk beperkt, en daar verbasterde consolida in den mond des volks tot cassaude.","[(21, 31, 'plants')]"
189,"Zoo is dan zijn Voorspraak niet kragtig genoeg, en de voorspraak der Heiligen is God zoo veel waardig, dat Christus daar voor een eindelooze offerhande zou moeten doen.",[]
190,Tijgers met meenighten in Ceylon.,"[(0, 7, 'animals')]"
191,"Op een zonnigen Zaterdag-namiddag speelden in dat lieve jaargetijde, in die schoone omgeving van bloemen, groen en vogeltjes, in een zomerhuisje, twee lieve kinderen: Bertha en Louise.","[(97, 104, 'plants'), (106, 111, 'plants'), (115, 124, 'animals')]"
192,"Toen hij Bernard niet zag terugkeeren, brandde hij van nieuwsgierigheid om te weten wat er gaande was.",[]
193,"De Maatschappij heeft die gelegenheid niet ongebruikt laten voorbijgaan, maar eene ruime lastgeving verordend, ten gevolge waarvan de Bibliotheek in het bezit is gekomen van de navolgendé belangrijke geschriften: Raynouard, Lexique roman, 6 vols; Essay d'un glossaire occitanien; Le Parnasse occitanien; E. de Laveleye, Histoire de la langue et de la littérature provençales; F. Diez, Die Poésie des Troubadours; Diez, Leben und Werke der Troubadours; J. Loyseau, Les fabliaux du moyen age; Valaire, Legendes et chroniques suisses; Fauriel, La poésie provençale, 3 vols.",[]
194,"’ ‘Dat zal ik zeker niet doen, en gij weet dat ik een vasten wil heb, als mijn besluit is genomen.",[]
195,"De takken van het elzenhout zijn afgescheurd, de blaêren deels verplukt, het effen grastapeet is vertrappeld.","[(18, 27, 'plants'), (49, 56, 'plants'), (83, 93, 'plants')]"
196,"Soo dat die fijn gekapt laacken begeerde, het selve in die overtolligheeden most soecken; gelijck men oock de bloemen ende de kruyden niet fijnder gedeelt en gekerft en sou kunnen krijgen, als se in den afganck der bloedeloose dierkens te vinden sijn.","[(110, 117, 'plants'), (126, 133, 'plants'), (227, 235, 'animals')]"
197,"Héb je my in jou bevrachting geen twé last goed toegestaan, Die je me straks franco gegeven hébt?",[]
198,"XI:12 op, en, zijne taak hervattende, vervolgde hij aldus: Ende van de dagen van Joannis des Doopers tot nu toe, wort het Koninkrijk der hemelen gewelt aengedaen, ende de geweldigers nemen 't selve met gewelt.",[]
199,"Men liet ons buyten staan, ende in onse afwesen werde de Voor-reden ghelesen.",[]
200,"De medegebragte kat nu rigtte onder deze onbevreesde muizen zulk eene groote slagting aan, dat de Neger-koning aldaar besloot, het onbekende dier, dat hun eene weldadige Godheid toescheen, voor eene groote som gouds te koopen.","[(16, 19, 'animals'), (53, 59, 'animals')]"
201,"Nu was het als eene herberg, on hoe zag het er uit!",[]
202,"Op de prachtuitgave van zijn gedichten heeft Heije een andere doen volgen We spreken met volle vrijmoedigheid de overtuiging uit, dat Heije den rang van volksdichter met eere bekleedt.",[]
203,"Haar tabak was zeer zacht en had zelfs voor mij niets onaangenaams, ofschoon ik anders zelfs in het voorbijgaan den reuk eener cigaar naauwelijks verdragen kan.","[(5, 10, 'plants')]"
204,"Bijna aan het einde van dat voetpad verheft zich een klein boschje, door verscheidene hooge boomen overschaduwd.","[(59, 66, 'plants'), (92, 98, 'plants')]"
205,"[Lief om te hooren,] Stem: Polyphemus aan de stranden.",[]
206,"In den jare 1828 tot eersten Luitenant-Ingenieur bevorderd, werd hij, nog in dat zelfde jaar, aan de nieuw opgerigte Koninklijke Militaire Academie te Breda verbonden, en met de werkzaamheden van Kapitein der Genie bij dezelve belast.",[]
207,"; voor schoenen, een strooijen hoed of andere benoodigdheden worden even zulke prijzen besteed.",[]
208,"Al 't Aardryk, dat zo wreed een vonnis moet verdoemen, Zal 't nooit een Konings pligt, maar 't woên eens Vaders noemen.",[]
209,"Nog, onder 't pijnlijk ademhalen, Herzoekt zijn blik de zonnestralen: Geen scheemring, die in 't oog meer dringt!",[]
210,"Kan een Man, van onvermogen beschuldigd, al, of niet, voldoen aan den pligt des Huwelyks?",[]
211,"populeus, volkrijk.","[(0, 8, 'plants')]"
212,"Nu, zoo had hij gezeid, hij zou eens even gaan zien en met een paar rapierstrepen die ‘Schweinhunden’ wel tot bedaren brengen, en, de handen in de broekzakken bergend, den hoed met hanenveêren op een oor gezet, ging de zorgelooze kolonel, een liedje neuriënd, op den Swerten Arquebusier af.","[(181, 192, 'animals')]"
